iter,t_ms,y0_angle,y1_position,uLocal,uRemote,uOut,uDiff,loopIntervalMs,tcpRttMs,clamped
137,4132.820,5.835000,-2.119000,211.111100,198.986252,198.986252,12.124848,30.095,4.122,0
138,4163.099,6.718000,-2.070000,239.817100,225.938462,225.938462,13.878638,30.036,4.375,0
139,4192.711,6.718000,-2.020000,222.593100,206.158138,206.158138,16.434962,30.058,3.924,0
140,4223.586,7.160000,-1.799000,279.280200,262.983122,262.983122,16.297078,30.820,3.955,0
141,4253.483,6.277000,-1.602000,219.394500,199.798716,199.798716,19.595784,30.004,3.848,0
142,4283.799,4.068000,-1.306000,114.882900,92.172596,92.172596,22.710304,30.001,4.173,0
143,4314.457,2.743000,-0.862000,128.378200,107.066080,107.066080,21.312120,30.001,4.820,0
144,4344.258,0.093000,-0.493000,1.606400,-22.559536,-22.559536,24.165936,30.001,4.626,0
145,4373.815,-2.116000,-0.197000,-48.090300,-71.371132,-71.371132,23.280832,30.010,4.182,0
146,4403.628,-4.325000,0.222000,-116.629600,-139.797641,-139.797641,23.168041,30.024,3.952,0
147,4433.982,-6.533000,0.246000,-204.018500,-227.097028,-227.097028,23.078528,29.988,4.349,0
148,4464.212,-7.858000,0.197000,-232.412800,-253.629116,-253.629116,21.216316,30.059,4.465,0
149,4495.378,-8.742000,0.074000,-268.820400,-289.060606,-289.060606,20.240206,31.032,4.566,0
150,4523.998,-9.625000,-0.296000,-332.969500,-353.334151,-353.334151,20.364651,28.909,4.300,0
151,4554.552,-10.067000,-0.862000,-372.295200,-392.139386,-392.139386,19.844186,30.052,4.747,0
152,4584.425,-9.625000,-1.429000,-364.009600,-382.680163,-382.680163,18.670563,29.983,4.641,0
153,4614.260,-8.742000,-2.070000,-359.627600,-378.248117,-378.248117,18.620517,30.054,4.374,0
154,4643.888,-7.858000,-2.710000,-370.412600,-390.081871,-390.081871,19.669271,30.061,3.979,0
155,4674.054,-6.533000,-3.302000,-344.651300,-364.748626,-364.748626,20.097326,30.046,4.113,0
156,4705.553,-5.208000,-3.918000,-334.215100,-355.910851,-355.910851,21.695751,30.809,4.915,0
157,4735.039,-2.999000,-4.558000,-255.392400,-277.143467,-277.143467,21.751067,30.072,4.263,0
158,4765.073,-0.791000,-5.150000,-204.884900,-228.764391,-228.764391,23.879491,29.919,4.394,0
159,4794.879,1.859000,-5.815000,-118.507900,-143.808564,-143.808564,25.300664,29.997,4.214,0
160,4825.884,4.510000,-6.801000,-53.584000,-81.637987,-81.637987,28.053987,29.998,5.210,0
161,4854.999,7.160000,-7.688000,21.994200,-9.133187,-9.133187,31.127387,30.010,4.249,0
162,4885.068,10.252000,-8.230000,148.200200,114.653650,114.653650,33.546550,29.990,4.243,0
163,4915.523,12.902000,-8.624000,235.336800,197.379171,197.379171,37.957629,29.999,4.854,0
164,4944.502,15.553000,-8.772000,354.512100,313.009596,313.009596,41.502504,30.026,3.845,0
165,4974.992,17.320000,-8.747000,419.390400,372.619566,372.619566,46.770834,29.983,4.354,0
166,5004.740,18.645000,-8.575000,495.466400,444.405476,444.405476,51.060924,30.001,4.093,0
167,5035.296,19.086000,-8.033000,538.500100,482.451726,482.451726,56.048374,30.020,4.441,0
168,5064.767,19.528000,-7.540000,615.393100,556.295209,556.295209,59.097891,30.061,3.871,0
169,5095.116,18.203000,-7.047000,561.905900,496.487113,496.487113,65.418787,30.070,4.151,0
170,5125.245,17.320000,-6.554000,608.764500,541.578139,541.578139,67.186361,30.072,4.234,0
171,5155.713,15.111000,-6.160000,533.721000,461.452382,461.452382,72.268618,30.811,3.908,0
172,5186.206,13.344000,-5.667000,542.737300,469.088694,469.088694,73.648606,29.982,4.375,0
173,5215.806,10.252000,-5.125000,432.317800,354.032588,354.032588,78.285212,30.006,3.965,0
174,5245.987,7.160000,-4.583000,367.075500,286.949277,286.949277,80.126223,30.016,4.143,0
175,5276.066,4.068000,-3.893000,299.056200,217.402289,217.402289,81.653911,30.007,4.191,0
176,5305.930,0.534000,-3.154000,191.624800,107.834084,107.834084,83.790716,29.995,4.083,0
177,5336.160,-2.999000,-2.365000,94.694800,10.027886,10.027886,84.666914,30.005,4.311,0
178,5367.280,-6.975000,-1.626000,-45.837300,-132.033971,-132.033971,86.196671,31.011,4.437,0
179,5397.925,-10.950000,-1.109000,-185.639200,-272.239036,-272.239036,86.599836,30.702,4.376,0
180,5426.684,-12.717000,-0.986000,-183.246300,-265.780954,-265.780954,82.534654,28.827,4.207,0
181,5457.634,-11.834000,-1.232000,-87.185500,-164.993726,-164.993726,77.808226,30.580,4.597,0
182,5486.347,-10.067000,-2.070000,-47.572000,-124.366300,-124.366300,76.794300,28.887,4.429,0
183,5516.566,-6.975000,-2.636000,70.506900,-4.777370,-4.777370,75.284270,29.995,4.544,0
184,5547.049,-5.208000,-3.031000,49.390800,-29.760387,-29.760387,79.151187,30.059,4.996,0
185,5576.357,-1.233000,-3.524000,246.391900,170.195801,170.195801,76.196099,30.091,4.184,0
186,5606.782,1.418000,-3.647000,278.864200,198.618893,198.618893,80.245307,30.029,4.453,0
187,5637.100,3.626000,-3.696000,339.247600,256.517062,256.517062,82.730538,30.021,4.916,0
188,5667.232,5.393000,-3.474000,398.759700,313.822344,313.822344,84.937356,30.805,4.292,0
189,5696.837,6.277000,-3.228000,414.549400,326.508113,326.508113,88.041287,29.996,3.924,0
190,5726.910,5.835000,-2.834000,373.933500,282.093137,282.093137,91.840363,29.997,4.010,0
191,5758.214,4.951000,-2.415000,352.746500,259.090805,259.090805,93.655695,30.001,5.356,0
192,5787.123,3.626000,-2.020000,313.347500,217.974089,217.974089,95.373411,29.993,4.254,0
193,5816.835,0.976000,-1.528000,192.885700,94.321406,94.321406,98.564294,29.995,3.993,0
194,5847.293,-2.116000,-1.035000,85.661200,-14.220870,-14.220870,99.882070,30.020,4.466,0
195,5877.253,-4.325000,-0.542000,54.216500,-44.055223,-44.055223,98.271723,30.016,4.362,0
196,5907.137,-3.441000,-0.246000,205.886400,113.653874,113.653874,92.232526,29.990,4.230,0
197,5936.937,-3.441000,-0.222000,161.805700,67.722587,67.722587,94.083113,30.008,4.038,0
198,5967.104,-2.999000,-0.345000,181.966700,88.580126,88.580126,93.386574,29.994,4.151,0
199,5997.265,-2.116000,-0.197000,227.806000,135.269324,135.269324,92.536676,30.013,4.306,0
200,6027.092,-2.116000,-0.197000,186.732300,92.342296,92.342296,94.390004,30.064,4.038,0
201,6057.226,-2.999000,-0.172000,116.466600,20.234871,20.234871,96.231729,30.060,4.094,0
202,6088.208,-3.883000,0.000000,84.032100,-12.172282,-12.172282,96.204382,29.975,5.107,0
203,6117.128,-4.766000,0.000000,43.385100,-52.799481,-52.799481,96.184581,30.052,3.972,0
204,6147.802,-4.766000,-0.074000,64.340700,-30.130577,-30.130577,94.471277,30.844,3.884,0
205,6178.045,-5.208000,-0.148000,17.261900,-78.156194,-78.156194,95.418094,30.024,4.115,0
206,6207.969,-5.208000,-0.296000,17.230300,-77.409206,-77.409206,94.639506,29.989,4.043,0
207,6238.181,-5.208000,-0.419000,0.553400,-94.238541,-94.238541,94.791941,30.001,4.264,0
208,6268.177,-5.208000,-0.591000,-17.832700,-112.868647,-112.868647,95.035947,30.011,4.211,0
209,6298.322,-4.766000,-0.715000,-1.571200,-95.988917,-95.988917,94.417717,29.983,4.332,0
210,6328.762,-4.766000,-0.862000,-35.731400,-131.382113,-131.382113,95.650713,30.035,4.800,0
211,6358.809,-4.325000,-0.986000,-18.541500,-113.749067,-113.749067,95.207567,30.332,4.382,0
212,6389.735,-3.441000,-1.109000,15.066100,-79.682886,-79.682886,94.748986,31.031,4.326,0
213,6418.947,-2.999000,-1.355000,-3.851900,-99.992924,-99.992924,96.141024,28.636,4.920,0
214,6447.940,-1.674000,-1.503000,65.386800,-29.622672,-29.622672,95.009472,30.000,3.865,0
215,6483.341,-0.791000,-1.700000,67.758300,-28.847751,-28.847751,96.606051,30.001,9.223,0
216,6508.079,0.976000,-1.922000,155.175100,59.536999,59.536999,95.638101,29.966,4.083,0
217,6541.700,1.859000,-2.020000,149.948600,51.778677,51.778677,98.169923,30.130,7.434,0
218,6568.685,3.185000,-2.045000,217.327600,119.203027,119.203027,98.124573,30.016,4.525,0
219,6598.461,4.510000,-1.947000,274.076900,175.134488,175.134488,98.942412,30.078,4.225,0
220,6629.339,4.510000,-1.947000,231.863200,129.516990,129.516990,102.346210,30.784,4.321,0
221,6659.024,4.951000,-1.947000,275.798000,173.530791,173.530791,102.267209,29.994,3.898,0
222,6689.222,4.510000,-1.799000,242.385100,137.632255,137.632255,104.752845,30.013,4.219,0
223,6719.350,3.626000,-1.700000,208.095100,101.795089,101.795089,106.300011,30.008,4.346,0
224,6750.359,2.743000,-1.429000,195.239700,88.385382,88.385382,106.854318,30.001,5.343,0
225,6778.919,0.534000,-1.257000,77.584000,-32.441383,-32.441383,110.025383,30.001,3.968,0
226,6809.220,-0.791000,-1.010000,76.100500,-32.533538,-32.533538,108.634038,30.002,4.250,0
227,6838.937,-2.116000,-0.764000,35.711100,-73.226012,-73.226012,108.937112,30.003,3.964,0
228,6870.569,-3.441000,-0.813000,-17.727700,-126.957666,-126.957666,109.229966,30.006,5.607,0
229,6898.882,-4.325000,-0.838000,-39.950000,-148.604089,-148.604089,108.654089,29.998,3.894,0
230,6929.819,-5.208000,-0.862000,-81.989200,-191.027750,-191.027750,109.038550,30.025,4.740,0
231,6959.079,-4.766000,-0.961000,-30.051300,-136.786741,-136.786741,106.735441,30.021,4.091,0
232,6990.171,-4.325000,-1.158000,-33.111600,-140.304836,-140.304836,107.193236,30.058,5.077,0
233,7020.223,-2.999000,-1.429000,28.728000,-77.300770,-77.300770,106.028770,30.066,5.083,0
234,7050.580,-1.674000,-1.602000,61.846800,-44.863636,-44.863636,106.710436,30.840,4.632,0
235,7079.897,0.093000,-1.873000,127.692000,21.123440,21.123440,106.568560,29.995,3.950,0
236,7110.054,1.859000,-2.070000,182.916500,75.520118,75.520118,107.396382,30.022,4.091,0
237,7140.034,3.185000,-2.242000,210.401800,101.205590,101.205590,109.196210,29.980,4.106,0
