iter,t_ms,y0_angle,y1_position,uLocal,uRemote,uOut,uDiff,loopIntervalMs,tcpRttMs,clamped
238,7191.638,-2.115997,3.252472,-26.328575,-26.367404,-26.367404,0.038829,30.058,4.696,0
239,7221.479,-2.115997,3.129273,-35.371207,-35.424287,-35.424287,0.053079,30.054,4.456,0
240,7252.561,-2.115997,3.104633,-40.794259,-40.818756,-40.818756,0.024496,30.071,5.519,0
241,7283.655,-2.115997,3.079993,-46.515453,-46.498967,-46.498967,-0.016486,30.827,5.761,0
242,7312.338,-2.115997,3.030713,-53.054694,-53.071040,-53.071040,0.016346,30.008,4.430,0
243,7342.016,-1.674286,2.981433,-26.617474,-26.614031,-26.614031,-0.003443,29.997,4.121,0
244,7372.578,-1.674286,2.932153,-49.656813,-49.671591,-49.671591,0.014778,29.998,4.677,0
245,7402.106,-1.674286,2.907513,-54.217057,-54.233758,-54.233758,0.016701,30.013,4.224,0
246,7431.787,-1.674286,2.808954,-61.300404,-61.309514,-61.309514,0.009110,29.990,3.945,0
247,7462.305,-1.232574,2.735034,-34.448754,-34.553808,-34.553808,0.105053,30.015,4.398,0
248,7494.954,-1.232574,2.685754,-56.334574,-56.343295,-56.343295,0.008722,29.985,7.092,0
249,7522.739,-1.674286,2.636474,-93.538305,-93.537407,-93.537407,-0.000899,29.999,4.854,0
250,7551.947,-1.232574,2.537914,-49.998845,-50.006379,-50.006379,0.007534,30.013,4.106,0
251,7582.679,-1.232574,2.414714,-74.277209,-74.301438,-74.301438,0.024230,30.009,4.803,0
252,7612.399,-0.790863,2.365434,-45.471271,-45.486975,-45.486975,0.015704,30.338,4.198,0
253,7643.132,-0.790863,2.242235,-68.810372,-68.876133,-68.876133,0.065761,29.719,5.188,0
254,7674.800,-0.790863,2.217595,-71.009293,-71.005385,-71.005385,-0.003908,31.870,4.936,0
255,7702.603,-0.790863,2.094395,-76.768691,-76.820842,-76.820842,0.052151,28.283,4.471,0
256,7733.373,-0.349152,1.971195,-49.337259,-49.362198,-49.362198,0.024939,30.807,4.410,0
257,7763.574,-0.349152,1.847996,-71.389747,-71.404267,-71.404267,0.014520,29.999,4.674,0
